name,description,max_attempts,value,type_data,category,type,state,requirements,connection_info,flags,tags,hints
Run the command 'ls -la' and confirm you cannot see any files (2),Run the command 'ls -la' and confirm you cannot see any files,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q22_run_the_command_ls_la_and_confirm_you_cannot_see_any_f""},""autograde"":{""enabled"":true,""commands"":[""ls -la""]}}","[{""type"": ""static"", ""content"": ""lab20_q22_run_the_command_ls_la_and_confirm_you_cannot_see_any_f""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `run`."", ""cost"": 25}]"
As the s6 user change to the shared folder beneath the s3 users home directory (2),As the s6 user change to the shared folder beneath the s3 users home directory,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q23_as_the_s6_user_change_to_the_shared_folder_beneath_the""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q23_as_the_s6_user_change_to_the_shared_folder_beneath_the""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `the`."", ""cost"": 25}]"
Copy the file /bin/cat to a new file /server/s3/shared/supercat (2),Copy the file /bin/cat to a new file /server/s3/shared/supercat,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q24_copy_the_file_bin_cat_to_a_new_file_server_s3_shared_s""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q24_copy_the_file_bin_cat_to_a_new_file_server_s3_shared_s""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `copy`."", ""cost"": 25}]"
Set supercat's SUID bit so it executes as root for everyone (2),Set supercat's SUID bit so it executes as root for everyone,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q25_set_supercat_s_suid_bit_so_it_executes_as_root_for_eve""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q25_set_supercat_s_suid_bit_so_it_executes_as_root_for_eve""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
First try to use the normal cat program to view /etc/shadow. Type 'cat /etc/shadow' (2),First try to use the normal cat program to view /etc/shadow. Type 'cat /etc/shadow',0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q26_first_try_to_use_the_normal_cat_program_to_view_etc_sh""},""autograde"":{""enabled"":true,""commands"":[""cat /etc/shadow""]}}","[{""type"": ""static"", ""content"": ""lab20_q26_first_try_to_use_the_normal_cat_program_to_view_etc_sh""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `first`."", ""cost"": 25}]"
"Now as the s6 user, use supercat to show the contents of /etc/shadow","Now as the s6 user, use supercat to show the contents of /etc/shadow",0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q27_now_as_the_s6_user_use_supercat_to_show_the_contents_o""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q27_now_as_the_s6_user_use_supercat_to_show_the_contents_o""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `now`."", ""cost"": 25}]"
Setting the SUID bit... (2),Setting the SUID bit...,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q28_setting_the_suid_bit""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q28_setting_the_suid_bit""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `setting`."", ""cost"": 25}]"
Set the file permissions on /server/s3/shared/runme.sh so both owner and group have only read and execute and everyone else has no permissions (2),Set the file permissions on /server/s3/shared/runme.sh so both owner and group have only read and execute and everyone else has no permissions,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q29_set_the_file_permissions_on_server_s3_shared_runme_sh""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q29_set_the_file_permissions_on_server_s3_shared_runme_sh""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
As the s6 user try running the file. Type '/server/s3/shared/runme.sh' (2),As the s6 user try running the file. Type '/server/s3/shared/runme.sh',0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q30_as_the_s6_user_try_running_the_file_type_server_s3_sha""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q30_as_the_s6_user_try_running_the_file_type_server_s3_sha""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `the`."", ""cost"": 25}]"
Several steps! (2),Several steps!,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q31_several_steps""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q31_several_steps""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `several`."", ""cost"": 25}]"
Use sudo with -g (2),Use sudo with -g,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab20_q32_use_sudo_with_g""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab20_q32_use_sudo_with_g""}]","linux,lab20,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `use`."", ""cost"": 25}]"
Check limits set on student,Check limits set on student,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q01_check_limits_set_on_student""},""autograde"":{""enabled"":true,""commands"":[""ulimit -f""]}}","[{""type"": ""static"", ""content"": ""lab21_q01_check_limits_set_on_student""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `check`."", ""cost"": 25}]"
Edit /etc/security/limits.conf,Edit /etc/security/limits.conf,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q02_edit_etc_security_limits_conf""},""autograde"":{""enabled"":true,""commands"":[""sudo nano /etc/security/limits.conf""]}}","[{""type"": ""static"", ""content"": ""lab21_q02_edit_etc_security_limits_conf""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `edit`."", ""cost"": 25}]"
Add 2 entries to the end of the file /etc/security/limits.conf .,Add 2 entries to the end of the file /etc/security/limits.conf .,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q03_add_2_entries_to_the_end_of_the_file_etc_security_limi""},""autograde"":{""enabled"":true,""commands"":[""student2 hard fsize 10000""]}}","[{""type"": ""static"", ""content"": ""lab21_q03_add_2_entries_to_the_end_of_the_file_etc_security_limi""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `add`."", ""cost"": 25}]"
Switch user to student2 . (2),Switch user to student2 .,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q04_switch_user_to_student2""},""autograde"":{""enabled"":true,""commands"":[""su - student2""]}}","[{""type"": ""static"", ""content"": ""lab21_q04_switch_user_to_student2""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `switch`."", ""cost"": 25}]"
Verify soft file size limit.,Verify soft file size limit.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q05_verify_soft_file_size_limit""},""autograde"":{""enabled"":true,""commands"":[""ulimit -f""]}}","[{""type"": ""static"", ""content"": ""lab21_q05_verify_soft_file_size_limit""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Verify hard file size limit.,Verify hard file size limit.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q06_verify_hard_file_size_limit""},""autograde"":{""enabled"":true,""commands"":[""ulimit -Hf""]}}","[{""type"": ""static"", ""content"": ""lab21_q06_verify_hard_file_size_limit""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `verify`."", ""cost"": 25}]"
Set file size limit for student2 .,Set file size limit for student2 .,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q07_set_file_size_limit_for_student2""},""autograde"":{""enabled"":true,""commands"":[""ulimit -f <# between""]}}","[{""type"": ""static"", ""content"": ""lab21_q07_set_file_size_limit_for_student2""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Confirm file size limit.,Confirm file size limit.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q08_confirm_file_size_limit""},""autograde"":{""enabled"":true,""commands"":[""ulimit -f""]}}","[{""type"": ""static"", ""content"": ""lab21_q08_confirm_file_size_limit""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `confirm`."", ""cost"": 25}]"
Try to change file size limit above hard limit.,Try to change file size limit above hard limit.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q09_try_to_change_file_size_limit_above_hard_limit""},""autograde"":{""enabled"":true,""commands"":[""ulimit -f 20000""]}}","[{""type"": ""static"", ""content"": ""lab21_q09_try_to_change_file_size_limit_above_hard_limit""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `try`."", ""cost"": 25}]"
First Create a user named 's3' and set their shell to '/bin/bash' (3),First Create a user named 's3' and set their shell to '/bin/bash',0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q01_first_create_a_user_named_s3_and_set_their_shell_to_bi""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q01_first_create_a_user_named_s3_and_set_their_shell_to_bi""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `first`."", ""cost"": 25}]"
"Next, create a user named 's6' and set their shell to '/bin/sh' (2)","Next, create a user named 's6' and set their shell to '/bin/sh'",0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q02_next_create_a_user_named_s6_and_set_their_shell_to_bin""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q02_next_create_a_user_named_s6_and_set_their_shell_to_bin""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `next`."", ""cost"": 25}]"
Create a folder named 'server' on the root of the drive (3),Create a folder named 'server' on the root of the drive,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q03_create_a_folder_named_server_on_the_root_of_the_drive""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q03_create_a_folder_named_server_on_the_root_of_the_drive""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Create an 's3' and an 's6' folder beneath /server (2),Create an 's3' and an 's6' folder beneath /server,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q04_create_an_s3_and_an_s6_folder_beneath_server""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q04_create_an_s3_and_an_s6_folder_beneath_server""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `create`."", ""cost"": 25}]"
Set the two new user home directories to point to your new folders (2),Set the two new user home directories to point to your new folders,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q05_set_the_two_new_user_home_directories_to_point_to_your""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q05_set_the_two_new_user_home_directories_to_point_to_your""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Now create a group called 's3ands6' and put both users in it. **Do not change the users primary group!,Now create a group called 's3ands6' and put both users in it. **Do not change the users primary group!,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q06_now_create_a_group_called_s3ands6_and_put_both_users_i""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q06_now_create_a_group_called_s3ands6_and_put_both_users_i""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `now`."", ""cost"": 25}]"
Creating multiple directories Now create the following directory structure: (2),Creating multiple directories Now create the following directory structure:,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q07_creating_multiple_directories_now_create_the_following""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q07_creating_multiple_directories_now_create_the_following""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `creating`."", ""cost"": 25}]"
Make s3 the owner and group owner of their home directory and everything in it,Make s3 the owner and group owner of their home directory and everything in it,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q08_make_s3_the_owner_and_group_owner_of_their_home_direct""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q08_make_s3_the_owner_and_group_owner_of_their_home_direct""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `make`."", ""cost"": 25}]"
Make s6 the owner and group owner of their home directory and everything in it,Make s6 the owner and group owner of their home directory and everything in it,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q09_make_s6_the_owner_and_group_owner_of_their_home_direct""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q09_make_s6_the_owner_and_group_owner_of_their_home_direct""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `make`."", ""cost"": 25}]"
Now set the group owner of /server/s3/shared to the s3ands6 group,Now set the group owner of /server/s3/shared to the s3ands6 group,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q10_now_set_the_group_owner_of_server_s3_shared_to_the_s3a""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q10_now_set_the_group_owner_of_server_s3_shared_to_the_s3a""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `now`."", ""cost"": 25}]"
"Set the permissions on /server/s3 such that the owner has full access and the group will have no access. To make the public folder and shared folder accessible, set the permissions on the home directory to allow EVERYONE to change into, but not list the contents of the home folders (3)","Set the permissions on /server/s3 such that the owner has full access and the group will have no access. To make the public folder and shared folder accessible, set the permissions on the home directory to allow EVERYONE to change into, but not list the contents of the home folders",0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q11_set_the_permissions_on_server_s3_such_that_the_owner_h""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q11_set_the_permissions_on_server_s3_such_that_the_owner_h""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Set the permissions on /server/s3/public such that everyone can read write and execute files in that folder.,Set the permissions on /server/s3/public such that everyone can read write and execute files in that folder.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q12_set_the_permissions_on_server_s3_public_such_that_ever""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q12_set_the_permissions_on_server_s3_public_such_that_ever""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Set the permissions on /server/s3/private such that the owner has full permissions and all others have none.,Set the permissions on /server/s3/private such that the owner has full permissions and all others have none.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q13_set_the_permissions_on_server_s3_private_such_that_the""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q13_set_the_permissions_on_server_s3_private_such_that_the""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
Set the permissions on /server/s3/shared such that the owner and group have full permissions and all others have none.,Set the permissions on /server/s3/shared such that the owner and group have full permissions and all others have none.,0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q14_set_the_permissions_on_server_s3_shared_such_that_the""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q14_set_the_permissions_on_server_s3_shared_such_that_the""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
"Set the permissions on /server/s6 such that the owner has full access and the group will have no access. To make the public folder accessible, set the permissions on the home directory to allow EVERYONE to change into, but not list the contents of the home folders. (3)","Set the permissions on /server/s6 such that the owner has full access and the group will have no access. To make the public folder accessible, set the permissions on the home directory to allow EVERYONE to change into, but not list the contents of the home folders.",0,350,"{""initial"":350,""minimum"":175,""decay"":5,""function"":""logarithmic""}",Linux / Advanced,dynamic,visible,,"{""schema"":""ctfd-access-v1"",""type"":""terminal"",""provision"":{""enabled"":true,""image"":""ctfd-linux-lab-base:latest"",""startup_command"":""while true; do sleep 3600; done"",""flag"":""lab21_q15_set_the_permissions_on_server_s6_such_that_the_owner_h""},""autograde"":{""enabled"":false,""commands"":[]}}","[{""type"": ""static"", ""content"": ""lab21_q15_set_the_permissions_on_server_s6_such_that_the_owner_h""}]","linux,lab21,advanced","[{""content"": ""Focus on the Linux utility implied by the task wording."", ""cost"": 10}, {""content"": ""Start by checking manual/help for `set`."", ""cost"": 25}]"
